Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-13 00:00:00-04:00,2865.860107421875,2968.090087890625,2766.639892578125,2922.93994140625,28668480000,0.0,0.0
2020-05-20 00:00:00-04:00,2953.6298828125,3021.719970703125,2933.590087890625,2991.77001953125,19801360000,0.0,0.0
2020-05-27 00:00:00-04:00,3015.64990234375,3081.070068359375,2969.75,3080.820068359375,29023890000,0.0,0.0
2020-06-03 00:00:00-04:00,3098.89990234375,3233.1298828125,3090.409912109375,3207.179931640625,36005380000,0.0,0.0
2020-06-10 00:00:00-04:00,3213.419921875,3223.27001953125,2965.659912109375,3124.739990234375,31084810000,0.0,0.0
2020-06-17 00:00:00-04:00,3136.1298828125,3155.530029296875,3079.389892578125,3131.2900390625,26754330000,0.0,0.0
2020-06-24 00:00:00-04:00,3114.39990234375,3115.010009765625,2999.739990234375,3100.2900390625,27733040000,0.0,0.0
2020-07-01 00:00:00-04:00,3105.919921875,3184.14990234375,3101.169921875,3145.320068359375,17977440000,0.0,0.0
2020-07-08 00:00:00-04:00,3153.070068359375,3235.320068359375,3115.699951171875,3197.52001953125,23714730000,0.0,0.0
2020-07-15 00:00:00-04:00,3225.97998046875,3277.2900390625,3198.590087890625,3257.300048828125,21208490000,0.0,0.0
2020-07-22 00:00:00-04:00,3254.860107421875,3279.989990234375,3200.050048828125,3218.43994140625,20276820000,0.0,0.0
2020-07-29 00:00:00-04:00,3227.219970703125,3306.840087890625,3204.1298828125,3306.510009765625,22603970000,0.0,0.0
2020-08-05 00:00:00-04:00,3317.3701171875,3381.010009765625,3317.3701171875,3333.68994140625,22132480000,0.0,0.0
2020-08-12 00:00:00-04:00,3355.4599609375,3395.06005859375,3355.4599609375,3389.780029296875,17540920000,0.0,0.0
2020-08-19 00:00:00-04:00,3392.510009765625,3444.2099609375,3354.68994140625,3443.6201171875,17986590000,0.0,0.0
2020-08-26 00:00:00-04:00,3449.969970703125,3528.030029296875,3444.14990234375,3526.64990234375,20054700000,0.0,0.0
2020-09-02 00:00:00-04:00,3543.760009765625,3588.110107421875,3329.27001953125,3331.840087890625,18340520000,0.0,0.0
2020-09-09 00:00:00-04:00,3369.820068359375,3425.550048828125,3310.469970703125,3401.199951171875,19748010000,0.0,0.0
2020-09-16 00:00:00-04:00,3411.22998046875,3428.919921875,3229.10009765625,3315.570068359375,24985720000,0.0,0.0
2020-09-23 00:00:00-04:00,3320.110107421875,3360.739990234375,3209.449951171875,3335.469970703125,20396400000,0.0,0.0
2020-09-30 00:00:00-04:00,3341.2099609375,3431.56005859375,3323.68994140625,3360.969970703125,20936270000,0.0,0.0
2020-10-07 00:00:00-04:00,3384.56005859375,3549.85009765625,3384.56005859375,3511.929931640625,18673340000,0.0,0.0
2020-10-14 00:00:00-04:00,3515.469970703125,3527.93994140625,3419.929931640625,3443.1201171875,20280020000,0.0,0.0
2020-10-21 00:00:00-04:00,3439.909912109375,3466.4599609375,3364.860107421875,3390.679931640625,19892230000,0.0,0.0
2020-10-28 00:00:00-04:00,3342.47998046875,3389.489990234375,3233.93994140625,3369.159912109375,23451830000,0.0,0.0
2020-11-04 00:00:00-05:00,3406.4599609375,3645.989990234375,3405.169921875,3545.530029296875,29098990000,0.0,0.0
2020-11-11 00:00:00-05:00,3563.219970703125,3628.510009765625,3518.580078125,3609.530029296875,24372490000,0.0,0.0
2020-11-18 00:00:00-05:00,3612.090087890625,3642.31005859375,3543.840087890625,3635.409912109375,25222390000,0.0,0.0
2020-11-25 00:00:00-05:00,3635.5,3678.449951171875,3594.389892578125,3662.449951171875,19415720000,0.0,0.0
2020-12-02 00:00:00-05:00,3653.780029296875,3708.449951171875,3644.840087890625,3702.25,24595100000,0.0,0.0
2020-12-09 00:00:00-05:00,3705.97998046875,3712.389892578125,3633.39990234375,3694.6201171875,23277680000,0.0,0.0
2020-12-16 00:00:00-05:00,3696.25,3726.699951171875,3636.47998046875,3687.260009765625,24158840000,0.0,0.0
2020-12-23 00:00:00-05:00,3693.419921875,3756.1201171875,3689.280029296875,3727.0400390625,12591690000,0.0,0.0
2020-12-30 00:00:00-05:00,3736.18994140625,3769.989990234375,3662.7099609375,3726.860107421875,15939910000,0.0,0.0
2021-01-06 00:00:00-05:00,3712.199951171875,3826.68994140625,3705.340087890625,3801.18994140625,25396690000,0.0,0.0
2021-01-13 00:00:00-05:00,3802.22998046875,3823.60009765625,3749.6201171875,3798.909912109375,20185250000,0.0,0.0
2021-01-20 00:00:00-05:00,3816.219970703125,3870.89990234375,3797.159912109375,3849.6201171875,27317180000,0.0,0.0
2021-01-27 00:00:00-05:00,3836.830078125,3843.090087890625,3694.1201171875,3826.31005859375,34562980000,0.0,0.0
2021-02-03 00:00:00-05:00,3840.27001953125,3918.35009765625,3816.679931640625,3911.22998046875,23840260000,0.0,0.0
2021-02-10 00:00:00-05:00,3920.780029296875,3950.429931640625,3884.93994140625,3932.590087890625,18622080000,0.0,0.0
2021-02-17 00:00:00-05:00,3918.5,3933.610107421875,3805.590087890625,3881.3701171875,26583330000,0.0,0.0
2021-02-24 00:00:00-05:00,3873.7099609375,3928.64990234375,3789.5400390625,3870.2900390625,29737160000,0.0,0.0
2021-03-03 00:00:00-05:00,3863.989990234375,3903.760009765625,3723.340087890625,3875.43994140625,31605400000,0.0,0.0
2021-03-10 00:00:00-05:00,3891.989990234375,3981.0400390625,3885.72998046875,3962.7099609375,25149720000,0.0,0.0
2021-03-17 00:00:00-04:00,3949.570068359375,3983.8701171875,3886.75,3910.52001953125,26422940000,0.0,0.0
2021-03-24 00:00:00-04:00,3919.929931640625,3981.830078125,3853.5,3958.550048828125,23964210000,0.0,0.0
2021-03-31 00:00:00-04:00,3967.25,4086.22998046875,3966.97998046875,4073.93994140625,16826480000,0.0,0.0
2021-04-07 00:00:00-04:00,4074.2900390625,4148.0,4068.31005859375,4141.58984375,18991920000,0.0,0.0
2021-04-14 00:00:00-04:00,4141.580078125,4191.31005859375,4118.3798828125,4134.93994140625,20335530000,0.0,0.0
2021-04-21 00:00:00-04:00,4128.419921875,4194.18994140625,4123.68994140625,4186.72021484375,19161290000,0.0,0.0
2021-04-28 00:00:00-04:00,4185.14013671875,4218.77978515625,4128.58984375,4164.66015625,20909600000,0.0,0.0
2021-05-05 00:00:00-04:00,4177.06005859375,4238.0400390625,4111.52978515625,4152.10009765625,22189410000,0.0,0.0
2021-05-12 00:00:00-04:00,4130.5498046875,4183.1298828125,4056.8798828125,4127.830078125,22044690000,0.0,0.0
2021-05-19 00:00:00-04:00,4098.4501953125,4213.419921875,4061.409912109375,4188.1298828125,20088630000,0.0,0.0
2021-05-26 00:00:00-04:00,4191.58984375,4234.1201171875,4184.10986328125,4202.0400390625,20551120000,0.0,0.0
2021-06-02 00:00:00-04:00,4206.81982421875,4236.740234375,4167.93017578125,4227.259765625,24697970000,0.0,0.0
2021-06-09 00:00:00-04:00,4232.990234375,4257.16015625,4218.740234375,4246.58984375,21136620000,0.0,0.0
2021-06-16 00:00:00-04:00,4248.8701171875,4255.83984375,4164.39990234375,4246.43994140625,24625380000,0.0,0.0
2021-06-23 00:00:00-04:00,4249.27001953125,4300.52001953125,4241.43017578125,4291.7998046875,22743500000,0.0,0.0
2021-06-30 00:00:00-04:00,4290.64990234375,4356.4599609375,4287.9599609375,4343.5400390625,15589680000,0.0,0.0
2021-07-07 00:00:00-04:00,4351.009765625,4392.3701171875,4289.3701171875,4369.2099609375,18995890000,0.0,0.0
2021-07-14 00:00:00-04:00,4380.10986328125,4393.68017578125,4233.1298828125,4323.06005859375,21493230000,0.0,0.0
2021-07-21 00:00:00-04:00,4331.1298828125,4422.72998046875,4331.1298828125,4401.4599609375,20226230000,0.0,0.0
2021-07-28 00:00:00-04:00,4402.9501953125,4429.97021484375,4373.0,4423.14990234375,19905910000,0.0,0.0
2021-08-04 00:00:00-04:00,4415.9501953125,4445.2099609375,4400.22998046875,4436.75,18817930000,0.0,0.0
2021-08-11 00:00:00-04:00,4442.18017578125,4480.259765625,4417.830078125,4448.080078125,17131940000,0.0,0.0
2021-08-18 00:00:00-04:00,4440.93994140625,4492.81005859375,4367.72998046875,4486.22998046875,19362360000,0.0,0.0
2021-08-25 00:00:00-04:00,4490.4501953125,4537.35986328125,4468.990234375,4522.68017578125,17499250000,0.0,0.0
2021-09-01 00:00:00-04:00,4528.7998046875,4545.85009765625,4513.0,4520.02978515625,14833820000,0.0,0.0
2021-09-08 00:00:00-04:00,4518.08984375,4529.89990234375,4435.4599609375,4443.0498046875,18694130000,0.0,0.0
2021-09-15 00:00:00-04:00,4447.490234375,4486.8701171875,4305.91015625,4354.18994140625,24125100000,0.0,0.0
2021-09-22 00:00:00-04:00,4367.43017578125,4465.39990234375,4346.330078125,4352.6298828125,19715010000,0.0,0.0
2021-09-29 00:00:00-04:00,4362.41015625,4385.56982421875,4278.93994140625,4345.72021484375,20381930000,0.0,0.0
2021-10-06 00:00:00-04:00,4319.56982421875,4429.97021484375,4290.490234375,4350.64990234375,17973950000,0.0,0.0
2021-10-13 00:00:00-04:00,4358.009765625,4520.39990234375,4329.919921875,4519.6298828125,18158870000,0.0,0.0
2021-10-20 00:00:00-04:00,4524.419921875,4598.52978515625,4524.0,4574.7900390625,19030450000,0.0,0.0
2021-10-27 00:00:00-04:00,4580.22021484375,4635.14990234375,4551.66015625,4630.64990234375,20815990000,0.0,0.0
2021-11-03 00:00:00-04:00,4630.64990234375,4718.5,4621.18994140625,4685.25,21635930000,0.0,0.0
2021-11-10 00:00:00-05:00,4670.259765625,4714.9501953125,4630.85986328125,4700.89990234375,19620240000,0.0,0.0
2021-11-17 00:00:00-05:00,4701.5,4743.830078125,4652.66015625,4690.7001953125,21167350000,0.0,0.0
2021-11-24 00:00:00-05:00,4675.77978515625,4702.8701171875,4560.0,4567.0,17898530000,0.0,0.0
2021-12-01 00:00:00-05:00,4602.81982421875,4694.0400390625,4495.1201171875,4686.75,24947180000,0.0,0.0
2021-12-08 00:00:00-05:00,4690.85986328125,4713.56982421875,4606.52001953125,4634.08984375,20891210000,0.0,0.0
2021-12-15 00:00:00-05:00,4636.4599609375,4731.990234375,4531.10009765625,4649.22998046875,26434850000,0.0,0.0
2021-12-22 00:00:00-05:00,4650.35986328125,4807.02001953125,4645.52978515625,4786.35009765625,11710860000,0.0,0.0
2021-12-29 00:00:00-05:00,4788.64013671875,4818.6201171875,4758.169921875,4793.5400390625,17280270000,0.0,0.0
2022-01-05 00:00:00-05:00,4787.990234375,4797.7001953125,4582.240234375,4713.06982421875,21978150000,0.0,0.0
2022-01-12 00:00:00-05:00,4728.58984375,4748.830078125,4568.7001953125,4577.10986328125,17387140000,0.0,0.0
2022-01-19 00:00:00-05:00,4588.02978515625,4611.5498046875,4222.6201171875,4356.4501953125,26768870000,0.0,0.0
2022-01-26 00:00:00-05:00,4408.43017578125,4550.490234375,4292.4599609375,4546.5400390625,25731370000,0.0,0.0
2022-02-02 00:00:00-05:00,4566.39013671875,4595.31005859375,4451.5,4521.5400390625,22277940000,0.0,0.0
2022-02-09 00:00:00-05:00,4547.0,4590.02978515625,4364.83984375,4471.06982421875,24121930000,0.0,0.0
2022-02-16 00:00:00-05:00,4455.75,4489.5498046875,4267.10986328125,4304.759765625,18653020000,0.0,0.0
2022-02-23 00:00:00-05:00,4324.93017578125,4388.83984375,4114.64990234375,4306.259765625,28644220000,0.0,0.0
2022-03-02 00:00:00-05:00,4322.56005859375,4416.77978515625,4157.8701171875,4170.7001953125,30358730000,0.0,0.0
2022-03-09 00:00:00-05:00,4223.10009765625,4299.39990234375,4161.72021484375,4262.4501953125,26549530000,0.0,0.0
2022-03-16 00:00:00-04:00,4288.14013671875,4522.0,4251.990234375,4511.60986328125,29197930000,0.0,0.0
2022-03-23 00:00:00-04:00,4493.10009765625,4637.2998046875,4455.81005859375,4631.60009765625,22385250000,0.0,0.0
2022-03-30 00:00:00-04:00,4624.2001953125,4627.77001953125,4507.56982421875,4525.1201171875,23119500000,0.0,0.0
2022-04-06 00:00:00-04:00,4494.169921875,4521.16015625,4381.33984375,4397.4501953125,22309900000,0.0,0.0
2022-04-13 00:00:00-04:00,4394.2998046875,4471.02978515625,4370.2998046875,4462.2099609375,15929850000,0.0,0.0
2022-04-20 00:00:00-04:00,4472.259765625,4512.93994140625,4175.0400390625,4175.2001953125,23509290000,0.0,0.0
2022-04-27 00:00:00-04:00,4186.52001953125,4308.4501953125,4062.510009765625,4175.47998046875,24453730000,0.0,0.0
2022-05-04 00:00:00-04:00,4181.18017578125,4307.66015625,3958.169921875,4001.050048828125,27170670000,0.0,0.0
2022-05-11 00:00:00-04:00,3990.080078125,4090.719970703125,3858.8701171875,4088.85009765625,26542370000,0.0,0.0
2022-05-18 00:00:00-04:00,4051.97998046875,4051.97998046875,3810.320068359375,3941.47998046875,24690720000,0.0,0.0
2022-05-25 00:00:00-04:00,3929.590087890625,4168.33984375,3925.030029296875,4132.14990234375,20710790000,0.0,0.0
2022-06-01 00:00:00-04:00,4149.77978515625,4177.509765625,4073.85009765625,4160.68017578125,21229610000,0.0,0.0
2022-06-08 00:00:00-04:00,4147.1201171875,4160.14013671875,3705.679931640625,3735.47998046875,23974060000,0.0,0.0
2022-06-15 00:00:00-04:00,3764.050048828125,3837.56005859375,3636.8701171875,3764.7900390625,24988410000,0.0,0.0
2022-06-22 00:00:00-04:00,3733.889892578125,3945.860107421875,3717.68994140625,3821.550048828125,26873320000,0.0,0.0
2022-06-29 00:00:00-04:00,3825.090087890625,3836.5,3738.669921875,3831.389892578125,18174850000,0.0,0.0
2022-07-06 00:00:00-04:00,3831.97998046875,3918.5,3802.360107421875,3818.800048828125,19237800000,0.0,0.0
2022-07-13 00:00:00-04:00,3779.669921875,3939.81005859375,3721.56005859375,3936.68994140625,20540820000,0.0,0.0
2022-07-20 00:00:00-04:00,3935.320068359375,4012.43994140625,3910.739990234375,3921.050048828125,19644620000,0.0,0.0
2022-07-27 00:00:00-04:00,3951.429931640625,4144.9501953125,3951.429931640625,4091.18994140625,22072060000,0.0,0.0
2022-08-03 00:00:00-04:00,4107.9599609375,4186.6201171875,4107.31005859375,4122.47021484375,20855200000,0.0,0.0
2022-08-10 00:00:00-04:00,4181.02001953125,4325.27978515625,4177.259765625,4305.2001953125,20990870000,0.0,0.0
2022-08-17 00:00:00-04:00,4280.39990234375,4302.18017578125,4124.02978515625,4128.72998046875,18717650000,0.0,0.0
2022-08-24 00:00:00-04:00,4126.5498046875,4203.0400390625,3965.2099609375,3986.159912109375,18215620000,0.0,0.0
2022-08-31 00:00:00-04:00,4000.669921875,4018.429931640625,3886.75,3908.18994140625,16487930000,0.0,0.0
2022-09-07 00:00:00-04:00,3909.429931640625,4119.27978515625,3906.030029296875,3932.68994140625,19797860000,0.0,0.0
2022-09-14 00:00:00-04:00,3940.72998046875,3961.93994140625,3827.5400390625,3855.929931640625,24514620000,0.0,0.0
2022-09-21 00:00:00-04:00,3871.39990234375,3907.070068359375,3623.2900390625,3647.2900390625,22971080000,0.0,0.0
2022-09-28 00:00:00-04:00,3651.93994140625,3791.919921875,3584.1298828125,3790.929931640625,24965280000,0.0,0.0
2022-10-05 00:00:00-04:00,3753.25,3806.909912109375,3568.449951171875,3588.840087890625,21588290000,0.0,0.0
2022-10-12 00:00:00-04:00,3590.830078125,3762.7900390625,3491.580078125,3719.97998046875,22108060000,0.0,0.0
2022-10-19 00:00:00-04:00,3703.110107421875,3862.85009765625,3647.419921875,3859.110107421875,23389490000,0.0,0.0
2022-10-26 00:00:00-04:00,3825.969970703125,3911.7900390625,3803.7900390625,3856.10009765625,23265870000,0.0,0.0
2022-11-02 00:00:00-04:00,3852.89990234375,3894.43994140625,3698.14990234375,3828.110107421875,23873730000,0.0,0.0
2022-11-09 00:00:00-05:00,3810.93994140625,4028.840087890625,3744.219970703125,3991.72998046875,25596820000,0.0,0.0
2022-11-16 00:00:00-05:00,3976.820068359375,4005.8798828125,3906.5400390625,4003.580078125,19993140000,0.0,0.0
2022-11-23 00:00:00-05:00,4000.300048828125,4034.02001953125,3937.64990234375,3957.6298828125,12147650000,0.0,0.0
2022-11-30 00:00:00-05:00,3957.179931640625,4100.509765625,3918.389892578125,3941.260009765625,23768310000,0.0,0.0
2022-12-07 00:00:00-05:00,3933.280029296875,4100.9599609375,3922.679931640625,4019.64990234375,20996700000,0.0,0.0
2022-12-14 00:00:00-05:00,4015.5400390625,4053.760009765625,3795.6201171875,3821.6201171875,24414880000,0.0,0.0
2022-12-21 00:00:00-05:00,3839.489990234375,3889.820068359375,3764.489990234375,3829.25,13581730000,0.0,0.0
2022-12-28 00:00:00-05:00,3829.56005859375,3878.4599609375,3780.780029296875,3824.139892578125,13026210000,0.0,0.0
2023-01-04 00:00:00-05:00,3840.360107421875,3950.570068359375,3802.419921875,3919.25,20393890000,0.0,0.0
2023-01-11 00:00:00-05:00,3932.35009765625,4015.389892578125,3928.5400390625,3990.969970703125,16918880000,0.0,0.0
2023-01-18 00:00:00-05:00,4002.25,4039.31005859375,3885.5400390625,4016.949951171875,19569210000,0.0,0.0
2023-01-25 00:00:00-05:00,3982.7099609375,4094.2099609375,3949.06005859375,4076.60009765625,19922690000,0.0,0.0
2023-02-01 00:00:00-05:00,4070.070068359375,4195.43994140625,4037.199951171875,4164.0,23645900000,0.0,0.0
2023-02-08 00:00:00-05:00,4153.47021484375,4159.77001953125,4060.7900390625,4136.1298828125,19569360000,0.0,0.0
2023-02-15 00:00:00-05:00,4119.5,4148.10986328125,3995.18994140625,3997.340087890625,16386710000,0.0,0.0
2023-02-22 00:00:00-05:00,4001.830078125,4028.300048828125,3943.080078125,3970.14990234375,20790310000,0.0,0.0
2023-03-01 00:00:00-05:00,3963.340087890625,4078.489990234375,3928.159912109375,3986.3701171875,20502480000,0.0,0.0
2023-03-08 00:00:00-05:00,3987.550048828125,4017.81005859375,3808.860107421875,3919.2900390625,25722910000,0.0,0.0
2023-03-15 00:00:00-04:00,3876.739990234375,4009.080078125,3838.239990234375,4002.8701171875,31911460000,0.0,0.0
2023-03-22 00:00:00-04:00,4002.0400390625,4039.489990234375,3909.159912109375,3971.27001953125,22356720000,0.0,0.0
2023-03-29 00:00:00-04:00,3999.530029296875,4133.1298828125,3999.530029296875,4100.60009765625,21063730000,0.0,0.0
2023-04-05 00:00:00-04:00,4094.5,4124.259765625,4069.840087890625,4108.93994140625,14544190000,0.0,0.0
2023-04-12 00:00:00-04:00,4121.72021484375,4169.47998046875,4086.93994140625,4154.8701171875,17953220000,0.0,0.0
2023-04-19 00:00:00-04:00,4139.330078125,4162.56982421875,4071.3798828125,4071.6298828125,18225970000,0.0,0.0
2023-04-26 00:00:00-04:00,4087.780029296875,4186.919921875,4049.35009765625,4119.580078125,19482880000,0.0,0.0
2023-05-03 00:00:00-04:00,4122.25,4148.2998046875,4048.280029296875,4119.169921875,20804650000,0.0,0.0
2023-05-10 00:00:00-04:00,4143.740234375,4154.27978515625,4098.919921875,4109.89990234375,18560170000,0.0,0.0
2023-05-17 00:00:00-04:00,4122.85009765625,4212.91015625,4113.6201171875,4145.580078125,19945320000,0.0,0.0
2023-05-24 00:00:00-04:00,4132.9599609375,4231.10009765625,4103.97998046875,4205.52001953125,15830890000,0.0,0.0
2023-05-31 00:00:00-04:00,4190.740234375,4299.27978515625,4166.14990234375,4283.85009765625,22636580000,0.0,0.0
2023-06-07 00:00:00-04:00,4285.47021484375,4375.3701171875,4261.06982421875,4369.009765625,20372120000,0.0,0.0
2023-06-14 00:00:00-04:00,4366.2900390625,4448.47021484375,4337.85009765625,4388.7099609375,19333190000,0.0,0.0
2023-06-21 00:00:00-04:00,4380.009765625,4386.22021484375,4328.080078125,4378.41015625,20262480000,0.0,0.0
2023-06-28 00:00:00-04:00,4367.47998046875,4458.47998046875,4360.22021484375,4455.58984375,13393720000,0.0,0.0
2023-07-05 00:00:00-04:00,4442.0400390625,4454.06005859375,4385.0498046875,4439.259765625,17848940000,0.0,0.0
2023-07-12 00:00:00-04:00,4467.68994140625,4562.2998046875,4463.22998046875,4554.97998046875,19035520000,0.0,0.0
2023-07-19 00:00:00-04:00,4563.8701171875,4580.6201171875,4527.56005859375,4567.4599609375,19116350000,0.0,0.0
2023-07-26 00:00:00-04:00,4558.9599609375,4607.06982421875,4528.56005859375,4576.72998046875,21070480000,0.0,0.0
2023-08-02 00:00:00-04:00,4550.93017578125,4550.93017578125,4464.39013671875,4499.3798828125,19941970000,0.0,0.0
2023-08-09 00:00:00-04:00,4501.56982421875,4527.3701171875,4432.18994140625,4437.85986328125,19789420000,0.0,0.0
2023-08-16 00:00:00-04:00,4433.7900390625,4449.9501953125,4335.31005859375,4387.5498046875,18887620000,0.0,0.0
2023-08-23 00:00:00-04:00,4396.43994140625,4500.14013671875,4356.2900390625,4497.6298828125,17168970000,0.0,0.0
2023-08-30 00:00:00-04:00,4500.33984375,4541.25,4493.58984375,4496.830078125,13782980000,0.0,0.0
2023-09-06 00:00:00-04:00,4490.35009765625,4490.77001953125,4430.4599609375,4461.89990234375,17247560000,0.0,0.0
2023-09-13 00:00:00-04:00,4462.64990234375,4511.990234375,4416.60986328125,4443.9501953125,20886490000,0.0,0.0
2023-09-20 00:00:00-04:00,4452.81005859375,4461.02978515625,4265.97998046875,4273.52978515625,16988350000,0.0,0.0
2023-09-27 00:00:00-04:00,4282.6298828125,4333.14990234375,4216.4501953125,4229.4501953125,19480560000,0.0,0.0
2023-10-04 00:00:00-04:00,4233.830078125,4385.4599609375,4219.5498046875,4358.240234375,17955970000,0.0,0.0
2023-10-11 00:00:00-04:00,4366.58984375,4393.56982421875,4311.97021484375,4373.2001953125,18086170000,0.0,0.0
2023-10-18 00:00:00-04:00,4357.35009765625,4364.2001953125,4189.22021484375,4247.68017578125,19257710000,0.0,0.0
2023-10-25 00:00:00-04:00,4232.419921875,4232.419921875,4103.77978515625,4193.7998046875,20327120000,0.0,0.0
2023-11-01 00:00:00-04:00,4201.27001953125,4386.259765625,4197.740234375,4378.3798828125,20913210000,0.0,0.0
2023-11-08 00:00:00-05:00,4384.3701171875,4508.669921875,4343.93994140625,4495.7001953125,19321960000,0.0,0.0
2023-11-15 00:00:00-05:00,4505.2998046875,4557.10986328125,4487.830078125,4538.18994140625,19244800000,0.0,0.0
2023-11-22 00:00:00-05:00,4553.0400390625,4568.43017578125,4540.509765625,4554.89013671875,11672540000,0.0,0.0
2023-11-29 00:00:00-05:00,4571.83984375,4599.39013671875,4537.240234375,4567.18017578125,22495040000,0.0,0.0
2023-12-06 00:00:00-05:00,4586.22998046875,4643.93017578125,4546.5,4643.7001953125,19403160000,0.0,0.0
2023-12-13 00:00:00-05:00,4646.2001953125,4768.68994140625,4643.22998046875,4768.3701171875,27683980000,0.0,0.0
2023-12-20 00:00:00-05:00,4764.72998046875,4784.72021484375,4697.81982421875,4774.75,13193180000,0.0,0.0
2023-12-27 00:00:00-05:00,4773.4501953125,4793.2998046875,4722.669921875,4742.830078125,12316420000,0.0,0.0
2024-01-03 00:00:00-05:00,4725.06982421875,4765.47021484375,4682.10986328125,4756.5,18782890000,0.0,0.0
2024-01-10 00:00:00-05:00,4759.93994140625,4802.39990234375,4739.580078125,4765.97998046875,15005460000,0.0,0.0
2024-01-17 00:00:00-05:00,4739.1298828125,4868.41015625,4714.81982421875,4864.60009765625,20445210000,0.0,0.0
2024-01-24 00:00:00-05:00,4888.56005859375,4931.08984375,4865.93994140625,4924.97021484375,19065150000,0.0,0.0
2024-01-31 00:00:00-05:00,4899.18994140625,4975.2900390625,4845.14990234375,4954.22998046875,21521080000,0.0,0.0
2024-02-07 00:00:00-05:00,4973.0498046875,5048.39013671875,4920.31005859375,4953.169921875,21258370000,0.0,0.0
2024-02-14 00:00:00-05:00,4976.43994140625,5038.7001953125,4955.02001953125,4975.509765625,15851720000,0.0,0.0
2024-02-21 00:00:00-05:00,4963.02978515625,5111.06005859375,4946.0,5078.18017578125,19122770000,0.0,0.0
2024-02-28 00:00:00-05:00,5067.2001953125,5149.669921875,5056.81982421875,5078.64990234375,22934070000,0.0,0.0
2024-03-06 00:00:00-05:00,5108.02978515625,5189.259765625,5091.14013671875,5175.27001953125,20882840000,0.0,0.0
2024-03-13 00:00:00-04:00,5173.490234375,5180.31005859375,5104.35009765625,5178.509765625,24792510000,0.0,0.0
2024-03-20 00:00:00-04:00,5181.68994140625,5261.10009765625,5171.5498046875,5203.580078125,18850430000,0.0,0.0
2024-03-27 00:00:00-04:00,5226.31005859375,5264.85009765625,5184.0498046875,5205.81005859375,15061290000,0.0,0.0
2024-04-03 00:00:00-04:00,5194.3701171875,5256.58984375,5146.06005859375,5209.91015625,17844570000,0.0,0.0
2024-04-10 00:00:00-04:00,5167.8798828125,5211.77978515625,5039.830078125,5051.41015625,19274940000,0.0,0.0
2024-04-17 00:00:00-04:00,5068.97021484375,5077.9599609375,4953.56005859375,5070.5498046875,18666290000,0.0,0.0
2024-04-24 00:00:00-04:00,5084.85986328125,5123.490234375,4990.580078125,5035.68994140625,18748850000,0.0,0.0
2024-05-01 00:00:00-04:00,5029.02978515625,5200.22998046875,5011.0498046875,5187.7001953125,20521960000,0.0,0.0
2024-05-08 00:00:00-04:00,5168.97998046875,5250.3701171875,5165.85986328125,5246.68017578125,20206660000,0.0,0.0
2024-05-15 00:00:00-04:00,5263.259765625,5325.490234375,5263.259765625,5321.41015625,18838740000,0.0,0.0
